Time (seconds),Turbidity Level,Water Level
331.45152521133423,1623,158
331.85560607910156,1614,143
332.1587586402893,1621,132
332.5626449584961,1624,127
332.89085030555725,1627,139
333.30299949645996,1628,173
333.6054186820984,1624,134
334.01731300354004,1623,127
334.3351683616638,1625,132
334.74004578590393,1625,124
335.0417585372925,1629,125
335.44702339172363,1625,125
335.7529604434967,1625,117
336.15711760520935,1621,94
336.465402841568,1626,125
336.8730821609497,1623,121
337.174195766449,1622,125
337.5800311565399,1620,125
337.9002175331116,1619,121
338.30617356300354,1620,121
338.710369348526,1623,122
339.0122826099396,1623,124
339.3411271572113,1625,121
339.7460913658142,1627,121
340.149258852005,1625,124
340.4530210494995,1627,123
340.8568127155304,1625,123
341.16021728515625,1624,125
341.5643835067749,1607,121
341.86793208122253,1561,124
342.27068877220154,1583,122
342.5741386413574,1573,121
342.9780812263489,1572,122
343.38191175460815,1580,121
343.68376445770264,1577,123
344.0861744880676,1568,122
344.3902659416199,1567,125
344.79457354545593,1565,122
345.09727573394775,1563,125
345.501181602478,1561,112
345.9047100543976,1563,122
346.2104563713074,1564,124
346.62060022354126,1567,123
346.92456459999084,1579,124
347.32915711402893,1581,124
347.6326847076416,1612,139
348.0376570224762,1597,125
348.341424703598,1599,121
348.74441862106323,1436,124
349.14799642562866,1427,123
349.4508020877838,1285,125
349.855251789093,1370,123
350.15818095207214,1461,139
350.56208992004395,631,124
350.86622071266174,1304,124
351.270215511322,1311,122
351.5732250213623,1315,123
351.97738909721375,1311,121
352.3821213245392,1311,123
352.6857657432556,1311,123
353.09075808525085,1315,126
353.3940153121948,1320,125
353.7974524497986,1319,124
354.1331796646118,1319,124
354.53704953193665,1319,120
354.8396337032318,1320,123
355.2437698841095,1320,122
355.5470931529999,1320,123
355.95102858543396,1319,119
356.2540237903595,1319,123
356.6590883731842,1319,122
357.0618460178375,1319,121
357.36561846733093,1319,105
357.7682249546051,1316,119
358.07093358039856,1317,122
358.47614097595215,1316,122
358.7795808315277,1315,120
359.183468580246,1312,119
359.5875458717346,1316,120
359.89048409461975,1315,119
360.2948853969574,1315,122
360.5992729663849,1315,119
361.00149059295654,1317,135
361.3052113056183,1317,119
361.7204239368439,1315,122
362.02307653427124,1311,111
362.428183555603,1311,124
362.8333339691162,1309,121
363.1364736557007,1309,121
